year,Subject code,forfatternavn
1875,"15,-73","Fistaine, G."
1894,"34:3,-205","Larsen, Joakim."
1863,"15,-228","Cramer, Johann Andreas."
1851,"46,-245","Weihe, Alexander."
1801,"3,-416","Pontoppidan, Erik Ludvigsen."
1885,"18,-369","Andersen, A. E."
1642,"4,-100","Albrecht, Bernhard."
1881,"1,-231","Andersen, And."
1820,"11,-43","Albrecht, F. C."
1881,"55,-39","Bloch, William."
1899,"55,-40","Bon, Fridtjof."
1892,"29,-246","Thomsen, Vilh."
1853,"55,-58","Chievitz, Poul."
1875,"55,-54","Bøgh, Erik."
1856,"58,-82",Gaskell
1761,"22,-55","Paulli, Johan."
1795,"27,-154","Ewald, Johann von."
1791,"24,-121","Olsen, Abraham."
1781,"27,-264","Stuberg, Svend Pt."
1876,"15,-256","Kennedy, Grace."
1890,"58,-98","Hume, Fergus W."
1895,"58,-97","Hope, Anthony."
1837,"58,-86","Goldsmith, Oliver."
1872,"35,-397","Bruun, Christian."
1887,"16,-142","Gjersing, O. M."
1854,"26,-126","Heins, W. F. G."
1895,"1,-257","Sørensen, Axel."
1883,"31,-38","Dorph, Chr."
1884,"47,-436","Eibe, N. Jul."
1890,"59,-12","Tang Kristensen, Evald."
1865,"47,-270c","Larsen, A."
1889,"34:3,-47","Koch, L."
1882,Særtrykssamlingen,"Lange, Jul."
1863,"52,-94","Lange, Thom."
1869,"6:1,-249","Kok, Johannes."
1890,"22,-15","Lange, Joh."
1729,"4,-238","Brinch, Iver."
1891,"17,-44","Fasting, Georg."
1892,"17,-82","Fribert, Frederik."
1854,"17,-12","Vischer, F."
1889,"34:3,-454","Aumont, Arthur."
1868,"34:3,-468",C-f.
1898,"57,-188","Keller, Judith."
1873,"3,-75","Birkedal, Vilh."
1883,"6:1,-66","Birkedal, Vilh."
1813,"41:1,-20","Bull, Hans Grøn."
1856,"3,-157","Birkedal, Schøller Parelius Vilhelm."
1767,"37,-24","Bøgh, Niels Sejdelin."
1757,"8,-23","Burlamaqui, J. J."
1875,"32,-21","Lütken, André."
1776,"1,-66","Bøgh, Nic. Seidelin."
1855-57,"6:1,-67","Birkedal, Vilhelm."
1859,"40:1,-51","Lorenzen, Chr. C."
1862,"33,-272","Wichfeld, I."
1879,"32,-21","Falkman, A."
1866,"32,-21","Bruun, Camillo."
1874,"33,-447","Kruse, R. G."
1858,"33,-301","Trap, J. P."
1882,"33,-252","Fabricius, A."
1889,"32,-45","Larsen, Christian."
1839,"32,-21","Blicher, Steen Steensen."
1895,"32,-48","Steenberg, Andr. Sch."
1874,"42,-117","Schrøder, Ludvig."
1883,"32,-11","Andersen, R."
1854,"30:1,-64","Bohr, H. G."
1840,"30:1,-61","Kofod, Hans Ancher."
1875-79,"30:1,-65","Nösselt, Friedrich."
1867,"12,-119","Schleisner, A. E. M."
1891,"13,-258","Meyer, Leopold."
1893,"57,-161","Hauch, C."
1873,"32,-97","Plenge, J."
1885,"32,-82","Sørensen, Axel."
1885,"2,-254","Saphir, A."
1876,"5,-101","Høyberg, C."
1830,"3,-262","Hesselberg, Iver."
1898,"11,-24","Holst, Erik."
1884,"6:1,-199","Helveg, Ludv."
1892,"5,-16","Hertel, L."
1899,"34:4,-130b","la Cour, A."
1850,"57,-271","Spandet, Sigvald."
1888,"57,-409","Friedrich, Hermann Friedrich."
1884,"57,-408c","Frey, W."
1892,"57,-388","Bernhard, Marie."
1874,"57,-400","Detlef, Carl."
1840,"57,-401","Dingelstedt, Franz."
1833,"57,-389","Bertrand, Gottlieb."
1881,"57,-403","Ebers, Georg."
1844,"32,-67","Junge, J."
1880,"57,-408","Franzos, Karl Emil."
1887,"57,-400","Dahn, Felix."
1887,"21,-70","Feddersen, Arthur."
1867,"21,-69","Prosch, V."
1888,"21,-159","Ravn, Edvard."
1899,"22,-138","Jensen, Vilh. P. H."
1852,"21,-35","Forchhammer, Johann Georg."
1880,"21,-101","Jørgensen, Alfred."
1890,"22,-117","Andersen, Anton."
1885,"22,-26","Rützou, Sophus."
1868,"22,-107","Liebmann, F. M."
1867,"49,-118","Weilbach, Philip."
1888,"21,-102","Berg, J. N."
1872,"22,-60","Mortensen, H."
1896,"22,-26","Petersen, O. G."
1874,"21,-99","Lütken, Chr. Fr."
1861,"21,-99","Lütken, Chr. Fr."
1875,"21,-99","Lütken, Chr. Fr."
1861,"22,-43","Harries, H."
1893,"22,-212","Ussing, N. V."
1861,"21,-69","Prosch, V."
1872,"22,-35","Warming, Eug."
1874,"20,-274","Kjerulf, Theodor."
1760,"14,-337","Thielo, Carl August."
1845,"57,-265",Asmodi.
1838,"30:1,-33","Heger, J. St."
1865,"44,-65","Hjort, Peder."
1892,"42,-15","Olsen, Frejlif."
1860,"21,-243","Wendt, F."
1634,"35,-280","Meier, Bernt"
1850,"18,-248","Ramus, C."
1848,"18,-296","Ramus, C."
1878,"18,-329","Jensen, P. Krogh."
1868,"18,-287","Ravn, N. F."
1835,"18,-286","Jürgensen, Chr."
1881,"47,-112","Forchhammer, Joh."
1841,"34:1,-145","Giessing, H. P."
1899,"45,-44","Clausen, Johannes."
1660,"35,-379","Folckmar, Valther Walthersen."
1877,"53,-359","le Fevre, P. B."
1863,"53,-375","Marcher, Hans."
1893,"53,-410","Philipsen, William."
1898-1907,"53,-409","Petersen, William."
1892,"17,-69","Steenberg, Julius."
1896,"54,-124","Martensen, H. Vilh."
1880,"17,-82","Schytte, Ludvig."
1864,"53,-412","Ploug, Carl."
1854,"30:1,-95","Ingerslev, Andreas."
1856,"3,-417","Pontoppidan, Erich."
1831,"37,-216","Boisen, Pd. Outzen."
1718,"54,-347","Boileau des Préaux, Nicolas."
1695,"18,-115","Bondesøn, Arnoldus."
1866,"15,-16","Rørdam, Holger Fr."
1851,"3,-424","Balslev, C. F."
1884,"32,-339","Hansen, Harald."
1893,"34:1,-285","Skibsted, C. de Fine."
1880,"33,-249","Bagger, Fr."
1863,"34:1,-184","Oppermann, R. Th."
1897,"32,-324e","Hansen, Jørgen."
1865,"16,-183","Classen, P. H."
1888,"32,-313","Ette, Carl R."
1834,"32,-377","Schjern, Jens."
1869,"16,-179","Hoff, H."
1868,"34:1,-273","Fenger, C. E."
1894,"12,-31","Holst, F."
1870,"12,-54","Bang, O. L."
1868,"11,-34","Lawätz, D. T."
1865,"12,-91","Bang, O."
1858,"10,-27",Lange.
1832,"12,-48","Gauwerky, Friedrich."
1869,"10,-131","Feveile, E. N."
1845,"11,-73","Sommer, Andreas Gartner."
1893,"11,-60","Jürgensen, Christian."
1889,"11,-15","Jørgensen, Lavrids."
1850,"11,-13","Curtis, I. H."
1879,"13,-274","Goldschmidt, A."
1889,"11,-62","Ehlers, Edvard."
1863,"10,-23","Becker, J. G. Burman."
1873,"55,-178",Observator.
1736,"5,-160","Qvirsfeld, Jo."
1853,"57,-208","Sommer, Marie Cecilie."
1887,"53,-170","Petersen, A. C."
1868,"57,-277","Søderup, Anna."
1894,"53,-173","Bågø, C."
1897,"57,-273","Stuckenberg, Viggo."
1892,"53,-164","Rom, N. C."
1888,"57,-270","Solter, Maria."
1866,"57,-333","Søderup, Anna."
1841-1849,"52,-103","Rosenhoff, Casp. Claud."
1701,"55,-162","Lønborg, Jens Christensen."
1793,"56,-11","Bertuch, Fr. Justinus."
1790,"55,-179","Olufsen, Oluf Christian."
1793,"56,-46","Kotzebue, Aug. v."
1783,"55,-161","Lyche, Sigvard."
1763,"56,-60","Lessing, Gotthold Ephraim."
1799,"57,-444","Lafontaine, Aug."
1864,"34:3,-139","Ingerslev, C. F."
1860,"34:3,-317","Høegh-Guldberg, Fr."
1885,"34:3,-245","Lund, Holger."
1857,"34:3,-214","Bloch, J. Victor."
1843,"34:3,-324","Barfod, Pt. Marius."
1857,"34:3,-214","Bloch, J. Victor."
1857,"34:3,-214","Hansenmeyer, D."
1880,"34:3,-140","Berg, C."
1883,"37,-193","Trepka, C. F."
1834,"7,-24","Rothe, Wilh."
1838,"10,-168","Shaw, John."
1852,"47,-71","Madvig, Johan Nicolai."
1873,"18,-251","Knudsen, L."
1849,"6:2,-132","Rørdam, H. C."
1886,"6:2,-132","Rørdam, T. Skat."
1831,"6:2,-124","Rosing, U. F."
1818-22,"35,-26",Saxo Grammaticus.
1879,"22,-168","Topsøe, Haldor."
1884,"24,-105","Tuxen, C. F. A."
1896,"2,-92","Tang, J. P. A."
1809,"44,-168","Schow, N."
1868,"12,-25",Tryde.
1871,"34:1,-350","Tvede, J. L."
1873,"4,-197","Fenger, Peter Andreas."
1897,"34:1,-353","Schovelin, Jul."
1872,"5,-232","Sønberg, Peter Christensen."
1878,"27,-44","Schou, Th."
1863,"18,-349","Tuxen, J. C."
1899,"3,-336",Trauelsen.
1840,"54,-160h","Tegnér, Esaias."
1876,"57,-374ø","Trolle, Henrik af."
1893,"5,-380","Matthiesen, H."
1857,"4,-197","Fenger, Peter Andreas."
1862,"25,-154","Tscherning, Hs. Chr."
1795,"53,-232","Bruun, N. T."
1814,"53,-229","Bruun, N. T."
1816,"47,-277","Tilemann, J. N."
1793,"6:1,-45","Balle, Nic. Edinger."
1736,"6:2,-149","Schrader, Johann Hermann."
1892,"4,-242","Bruyn, Ida de."
1887,"3,-281","Booth, William."
1889,"3,-281","Booth, Will."
1898,"16,-249","Linderberg, Fernando."
1892,"15,-273",X.
1883,"54,-226","Lenau, Nicolaus."
1704-1707,"5,-50","Bunian, Joh."
1884,"15,-211","Thyregod, C. A."
1890,"15,-211","Abrahamsen, M."
1876,"15,-211","Thyregod, C. A."
1895,"28,-174","Bruun, Daniel."
1857,"28,-193","Stürup, Julius."
1877,"28,-167","Petersen, Julius V."
1899,"31,-129","Müller, Sophus."
1830,"34:1,-84","Hastrup, Mads Michael."
1816,"31,-207","Catteau-Calleville, J. P."
1828-1835,"34:2,-353","Jensen, Chr. Bagge."
1829,"30:2,-230","Heiden, L."
1829,"34:3,-75","Asp, Niels Peter."
1812-19,"34:1,-11","Thaarup, Fr."
1802,"30:2,-162","Lavater, Joh. Casp."
1823,"34:3,-274","Brorson, Christian."
1830,"17,-243","Krossing, Niels Brock."
sa,"1,-377","Lassenius, Johan."
1875,"30:1,-67","Draper, John William."
1867,"14,-277","Rasmussen, Mads."
1882,"34:2,-359","Busck, Johs."
1881,"34:2,-359","Busck, Johs."
1895,"24,-86","Jørgensen, L."
1875,"45,-121","Hoff, V. J."
1897,"26,-102",Hauch.
1875,"1,-292","Hasle, C."
1871,"16,-257","Heilbut, P."
1874,"53,-326","Hvidberg, J. P."
1631,"53,-404","Olufsen, Jacob."
1666,"4,-42","Erlandsøn, P."
1706,"3,-355","Dell, William."
1610,"4,-85","Horsens, Jacob Albretssøn."
1615,"4,-76","Nielssøn, Mogens."
1863,"3,-74","Theodorus, Johannes."
1858,"4,-308","Sørensen, Peter."
1822,"54,-55","Thornum, N."
1892,"3,-359","Taylor, John."
1828,"30:2,-225","Thaarup, Edw. Ludw."
1881,"4,-306","Steffensen, H."
1892,"40:2,-514","Top, Hans."
1851,"30:1,-40","Steinhauer, Carl Ludvig."
1822,"54,-52","Thaarup, Thomas."
1862,"5,-191","Sørensen, Peder."
1879,"30:1,-40","Steinhauer, Carl Ludvig."
1892,"25,-56","Thorup, Josef Pedersen."
1845,"4,-308","Sørensen, Peter."
1889,"55,-289","Strindberg, August."
1857,"30:1,-40","Steinhauer, Carl Ludvig."
1863,"21,-212","Steenstrup, J. J. S."
1896,Særtrykssamlingen,"Steenstrup, Japetus."
1898,"45,-149","Steenstrup, Johannes."
1773,"3,-436","Bang, Ped. Schvane."
1714,"4,-81","Dauw, Jo."
1789,"3,-378","Salzmann, Christian Gotthilf."
1721,"3,-415","Lodberg, Jacob."
1644,"3,-412","Munthe, Ludvig."
1779,"1,-58","Riber, Hans Wilh."
1790,"1,-124","Andersen, Hans."
1893,"18,-375","Vedel, P."
18--?,"18,-101","Steen, Adolph."
1842,"5,-221","Poscholan, M. C."
1894,"17,-244","Birket-Smith, Poul."
1899,"34:4,-12","Sveistrup, Poul."
1870,"3,-268","Schmidt, P. P."
1876,"53,-163","Eskesen, Morten."
1822,"57,-497","Spiess, K. H."
1894,"44,-97","Sommer, C. F."
1887,"46,-38","Stein, Harald."
1890,"23,-264","Smidth, G."
1852,"3,-361","Rørdam, H. C."
1858,"6:2,-154","Schwarz, Carl."
1885,"39,-79","Schierbeck, G."
1843,"35,-43","Strøm, G."
1880,"3,-358","Snow, E."
1877,"21,-234","Schneider, J. Sparre."
1895,"57,-374k","Schwartz, M. S."
1882,"35,-118","Secher, V. A."
1865,"12,-344","Salomonsen, M."
1881,"18,-56","Steen, Adolph."
1862,"57,-374h","Schwartz, Marie Sophie."
1746,"4,-189","Kingo, Thomas."
1755,"12,-229","Condamine, Ch. de la."
1718,"18,-116","Matthiesen, Søren."
1751,"18,-114","Matthisen, Søren."
1719,"4,-189","Kingo, Thomas."
1836,"4,-286",Michael.
1870,"4,-249","Dyrholm, Jens Sørensen."
1878,"25,-52","Buus, N. P. J."
1893,"6:1,-79",Bondo.
1866,"49,-135","Rode, Gotfred."
1880,"55,-198","Rolfsen, Nordahl."
1629,"19,-180","Heldvad, Niels."
1656,"46,-184","Rosing, Hans"
1842,"12,-30","Hjaltelin, Jón Jónsson."
1892,"11,-29","Howitz, Frantz."
1835,"11,-48",Lauritsen.
1868,"10,-131","Lund, Henr."
1889,"11,-63","Larsen, Mich."
1844,"11,-34","Buntzen, Andreas."
1892,"11,-24","Kaarsberg, Hans S."
1883,"11,-23","Malling-Hansen, R."
1885,"11,-54","Bremer, J. H."
1873,"10,-131","Hirschel, Bernh."
1894,"12,-31","Kneipp, Sebastian."
1886,"13,-206","Lange, C."
1852,"11,-29","Bock, J. C. A."
1882,"12,-62","Cartellieri, Poul."
1845,"11,-49",Bührlen.
1874,"12,-91","Bang, O."
1873,"13,-201","Holm, R. A."
1847,"6:1,-244","Kierkegaard, Søren."
1826,"52,-55","Lange, Johannes Christian."
1784,"4,-195","Harboe, Ludvig."
1876,"18,-138","Jensen, N."
1881,"18,-138","Jensen, N."
1881,"54,-63","Trøst, Svend."
1747-1751,"28,-40","Hübner, Johann."
1785,"22,-204","Stephensen, Magnus"
1821-28,"15,-26","Mønster, Peter Hans."
1860,"5,-16","Rothe, C."
1602,"7,-52","Palladius, Peder."
1892,"26,-120","Møller, Viggo."
1889,"16,-142","Giersing, O. M."
1871,"16,-246","Wolff, Fr."
1847,"40:2,-506","Helweg, F."
1885,"16,-225","Bebel, August."
1871,"26,-119",Biermann.
1885,"26,-122","Møller, Viggo."
1877,"53,-383","Munch, A."
1813,"35,-40","Munthe, Eiler Christopher Kaasbøll."
1644,"20,-225","Flemløse, Peder Jacobsen."
1858,"4,-119","Koch, H. J. C."
1726,"33,-16","Kingo, Th."
1807,"34:3,-466","Preisler, Joachim Daniel."
1850,"39,-21","Winther, Niels."
1897,"34:4,-279","Hammerich, E."
1867,"47,-303","Bruun, C. F."
1841,"59,-129","Jørgensen, Peter Nicolai."
1889,"47,-284","Kaper, J."
1897,"47,-347","Meyboom, Margaretha."
1865,"47,-358","Hornbeck, Cecil."
1798,"56,-46","Kotzebue, Aug. v."
1790,"55,-94","Heiberg, P. A."
1758,"55,-43","Bredal, Niels Krog."
1845,"47,-323","Funch, Cl."
1768,"56,-383","Friis, F. A."
1722,"54,-349","Cuchil, M."
1782-1784,"57,-426","Hermes, Johan Timotheus."
1795,"57,-44","Holberg, Ludvig."
1796,"56,-38","Iffland, Wilh. Aug."
1763,"56,-192","Corneille, Peter."
1799,"56,-60","Lessing, Goth. Ephr."
1784,"54,-333","Lodde, Barth. Joh."
1775,"57,-411","Gellert, Christian Fürchtegott."
1771,"56,-311",Saint Mirabelles
1798,"56,-75","Ochsenheimer, Ferd."
1779,"56,-249","Landois, Paul."
1747,"56,-90","Schlegel, Joh. El."
1767,"17,-185","Martin, Jean-Baptiste."
1745,"55,-123","Holberg, Ludvig."
1791,"56,-60","Lessing, G. E."
1785-1789,"57,-517","Westenrieder, Lor."
1757,"55,-221","Thielo, Carl August."
1746,"55,-287","Dalin, Olof von."
1779,"56,-273","Molière, Jean Baptiste Poquelin."
1781,"56,-70","Müller, Heinrich Ferdinand."
1795,"56,-386","Sporon, Fr. Gottl."
1797,"56,-313","Saurin, Bernh. Jos."
1760,"56,-198","Delisle de la Brévetière, Louis François."
1882,"42,-143","Plesner, Ch. U. A."
1854,"8,-320","Rasmussen, Mads."
1899-1900,"1,-78","Norup, W."
1884,"55,-139","Ibsen, Henrik."
1896,"55,-139","Ibsen, Henrik."
1842,"3,-396","Luther, Martin."
1891-1912,"17,-233","Janniche, Heinr."
1880,"29,-14","Mejer, Osvald."
1818,"56,-200",Desaugiers.
1800,"57,-434","Jünger, J. F."
1826,"55,-41","Boye, C. J."
sa,"59,-124","Heinrich, Joh. Gottfr."
1803,"56,-47","Kotzebue, A. v."
1808,"55,-153","Kruse, L."
1812,"49,-139","Dahlmann, Frid. Cph."
1806,"57,-439","Kotzebue, Aug. v."
1820-1821,"58,-28","Bage, Robert."
1808,"56,-209",Dubois.
1801,"56,-47","Kotzebue, Aug. v."
1799,"42,-273","Bruun, M. C."
1795,"42,-195","Discher, M. C."
1649,"42,-264","Monrad, Erik."
1879,"56,-409",Kalidasas.
1892,"57,-194","Kristofersen, Kristofer."
1835,"57,-440","Kruse, L."
1836,"57,-12","Dam, J. Chr."
1837,"57,-26","Schmidt, J."
1835,"57,-179","Ingemann, B. S."
1839,"59,-128","Jørgensen, Pet. Nic."
1899,"14,-325","Rosenstand, Holger."
1883,"1,-517","Rasmussen, R."
1884,"4,-285","Melkjær, N. S."
1601,"2,-26","Mogensen, Hans."
1891,"40:2,-124","Meyer, Jac. Fr."
1867,"18,-247","Mundt, C. E."
1876,"3,-158","Moore, J. H."
1870,"34:4,-172","Morville, G."
1869,"43,-169","Nielsen, Jens."
1896,"28,-106",Meldahl .
1899,"2,-189","Hansen, Bernh."
1853,"48,-17","Lund, Georg F. W."
1856,"3,-397","Luther, Martin."
1890-91,"6:2,-17","Luther, Morten."
1878,"44,-139","Lütken, William."
1860,"21,-216","Lütken, Chr. Fred."
1886,"44,-274","Lund, Hans Laur."
1895,"15,-276","Fischer, Paul."
1883,"15,-268","Kierulf, Alvilda."
1872,"15,-261","Frederiksen, H. C."
1893,"55,-20","Andersen, Carl."
1883,"15,-267","Juel-Hansen, N."
1851,"15,-245","Dein, Johan Rasmus."
1889-1890,"55,-4","Lindemann, Henrik."
1809,"15,-183","Torlitz, Johann Heinrich Anton."
1676,"35,-422","Bang, Claus Hansen."
1732,"35,-462","Worm, Christen Willumsen."
1659,"35,-352","Herlicius, David."
1697,"35,-453","Lollich, Søren Hansen."
1709,"36,-19","Muus, Chr."
1899,"57,-348","Christiansen, N."
1797,"27,-375","Behrens, Ernst Chr. Aug."
1778,"22,-133","Huth, J. C."
1852,"58,-101","James, G. P. R."
1676,"23,-347","Harsdörffer, Georg Philipp."
1747,"23,-347","Kletten, Andreas."
1845-1846,"58,-97","Hook, Theodor."
1855,"58,-103","Jameson, R. W."
1895,"58,-110","Kenealy, Arabella."
1889,"58,-198","Hungerford, Margaret Wolfe."
1863,"58,-102","James, G. P. R."
1838,"58,-98","Howard, Edward."
1889,"58,-85","Gir, M."
1854,"14,-324","Pellico, Silvio."
1889,"26,-120","Justesen, H. E. F."
1847,"34:4,-171","Grooss, Niels Christian."
1866,"34:4,-171","Jessen, N. J."
1887,"16,-142","Lange, H. O."
1866,"34:4,-172","Dalgas, E."
1898,"24,-86","Feilberg, P."
1888,"21,-162","Cold, Dan."
1898,"57,-273","Stricker, Rob."
1899,"57,-273","Stuckenberg, Viggo."
1875,"57,-270",Socios.
1867,"23,-37","Thorsøe, Fred."
1859,"44,-202","Borgen, B."
1874,"44,-189","Krabbe, Harald."
1882,"45,-7","Magius, J. E. A."
1881,"44,-271",Lowzow.
1771,"34:4,-6","Pflueg, Frederik Andreas."
1862,"28,-117","Bille, Carl Steen Andersen."
1654,"44,-259","Brochmand, Hans Enevoldsen."
1885,"45,-32","Bøgh, Nicolai."
1786,"34:2,-19","Kirstein, Ernst Phil."
1792,"15,-229","Thomsen, Jacob."
1724,"55,-107","Holberg, Ludvig."
1883,"47,-283","Kaper, J."
1820,"32,-268","Giemsøe, Joh. Hendr. Tauber."
sa,"59,-124","Aalborg, Niels Hans."
1861,"34:3,-209","Høst, Joh. Nik."
1892,"55,-207","Schmidt, Rudolf."
1858,"58,-394","Ruffini, J."
1851,"58,-366","Møller, C. F."
1847,"11,-131","Brandes, Ludv. Isr."
1864,"4,-199","Svendsen, H. J. M."
1865,"18,-87","Tychsen, Camillo."
1892,"2,-7","Tang, J. T. A."
1855,"4,-75","Thiersch, H. W. I."
1839,"21,-56","Schouw, Joak. Fred."
1869,"20,-395","Topsøe, Haldor."
1899,"2,-109","Trier, Sigurd."
1879,"57,-374ø","Trolle, Henrik af."
1882,"2,-7","Tang, J. T. A."
1869,"48,-4","Ussing, L."
1860,"5,-16","Rothe, C."
1821,"56,-330",Theaulon.
1847,"56,-330","Théaulon, M."
1815,"55,-48","Bruun, Niels Thoroup."
1863,"6:1,-117","Coquerel, A."
1873,"57,-374b","Reichenbach, Constantin Moritz."
1800,"47,-170","Dichman, Carl Fr."
1810,"56,-208","Dorvigny, Louis Archambault."
1875,"54,-160h","Tegnér, Esaias."
1890-96,"22,-69","Stefánsson, Stefán."
1866-67,"47,-477","Thomsen, Vilh."
1873,"21,-23","Steenstrup, Japetus."
1873,"8,-212","Steenstrup, Johannes C. H. R."
1888,"55,-289","Strindberg, August."
1854,"30:1,-40","Steinhauer, Carl Ludvig."
1862,"34:4,-208h","Thorson, Th."
1869,"1,-279","Thorkilsen, C."
1852,"2,-7","Müller, Ludvig Christian."
1891,"10,-21","Thorlaksen, Carl."
1889,"57,-374æ","Topelius, Zacharias."
1897,"12,-118","Tornøe, Chr."
1881,"4,-306","Steffensen, H."
1899,"55,-289","Strindberg, August."
1859,"1,-457","Tang, I. T. A."
1875,"46,-244","Tolstrup, Carl."
1882,"16,-161","Frederiksen, N. C."
1895,"34:1,-352","Frederiksen, N. C."
1811,"56,-183","Bruéis, David Auguste Abbé de."
1793-1794,"28,-86","Campe, Joachim Heinrich."
1794,"56,-133","Centlivre, Susanna."
1875,"23,-76","Kaarup, Alb."
1877,"44,-217","Barfod, Frederik."
1868,"23,-77","Uhl, T. F."
1888,"44,-224","Lange, Frederik."
1866,"23,-66","Hansen, Chr."
1873,"22,-19","Grønlund, Chr."
1648,"1,-235","Rhegius, Urbanus."
1825,"46,-283","Holm, Andreas Krag."
1898,"1,-239","Godet, F."
1861,"53,-92","Levin, I."
1899,"49,-132","Schack, A."
1894,"49,-122a","Clausen, Julius."
1899,"49,-132","Brøndsted, K. G."
1884,"49,-122","Handest, M. C."
1884,"49,-122","Müller, Sigurd."
1870-1875,"49,-127","Bruun, Chr."
1878,"49,-122","Strøm, Torvald."
1861,"34:1,-241","Rasmussen, M."
1831,"16,-183","Hedegaard, Joh. Christ."
1885,"30:1,-202","Rasmussen, Fr."
1857,"34:1,-243","Schwartz, C. C."
1891-93,"16,-116","Skibsted, C. de Fine."
1885,"32,-246","Seidelin, P."
1854-55,"58,-77",Fielding.
1856,"58,-71","Edwards, J. Passmore."
1889,"58,-65","Dickens, Charles."
1880,"58,-93","Harte, Bret."
1897,"58,-67","Donovan, Dick."
1875,"58,-61","Dickens, Charles."
1895,"58,-96","Hill, Headon."
1847,"58,-64","Dickens, Charles."
1874,"58,-70","Edwards, M. Betham."
1886,"58,-47","Collins, Wilkie."
1867,"58,-70","Edwards, Amelia B."
1891,"58,-91","Gunter, Archibald Clavering."
1867,"58,-64","Dickens, Charles."
1846,"58,-64","Dickens, Charles."
1885,"58,-52","Crawford, F. Marion."
1884,"58,-79",Forrester
1856,"58,-56","Dhu, Helene."
1839,"58,-69","Edgeworth, Maria."
1878,"58,-71","Eggleston, Edward."
1886-1888,"58,-61","Dickens, Charles."
1878,"5,-95","Holck, A."
1879,"20,-51","Holten, C."
1855,"20,-336","Silfverberg, Georg."
1865,"18,-311","Bojsen, P."
1894,"18,-313","Freuchen, P."
1854,"20,-331","Thomsen, Julius."
1853,"20,-331","Thomsen, Julius."
1882,"20,-144","Borgen, Victor."
1890,"18,-312","Freuchen, P."
1838,"18,-177","Sørensen, N."
1854,"18,-148","Erslev, H. H."
1891,"1,-283","Drummond, Henry."
1896,"15,-278","Campe, J. H."
1868,"58,-166","Stowe, Harriet Beecher."
1898,"15,-278","Steffensen, H."
1898-1916,"15,-278","Olsson, O."
1842-1843,"34:3,-219","Jepsen, C. L."
1862,"34:1,-377","Drechsel, Georg Wilh. Louis."
1894-95,"18,-366","Ostenfeld, A."
1852,"34:1,-361","Haxthausen, F. C."
1892,"27,-367","Casse, C."
1888,"23,-210","Hutters, B. A."
1860,"33,-303","Bagge, H."
1838,"27,-382","Pechmann, Heinrich Friherre v."
1851,"23,-215","Rydberg, Ulrica."
1887,"25,-62g","Steenbuch, Chr."
1878,"39,-70","Feilberg, P."
1875,"50,-67","Bruun, Chr."
1879,"34:4,-135","Nielsen, H."
1895,"10,-137","Ørum, H. P."
1877,"9,-24","Nellemann, J."
1888,"10,-107","Sell, A."
1897,"57,-93","Birck, Sofus."
1890,"57,-95","Blicher, Steen Steensen."
1842,"9,-110","Scheel, Anton Wilhelm."
1891,"57,-95","Blicher, St. St."
1869,"57,-93","Birkedal, Vilhelm."
1772,"3,-194","Dass, Alb. Chr."
1899,"5,-3","Nordborg, Sven."
1739,"53,-262","Falster, Christian."
1871,"34:2,-288","Madsen, J. Kr."
1840,"52,-112","Tøxen, Blok."
1886,"40:2,-498","Jacobsen, H."
1891,"21,-149","West, J. C."
1878,"21,-242","Taschenberg, L. E."
1840,"18,-138","Jensen, Nicolai."
1803,"47,-20","Bloch, Sør. Nic. Joh."
1796,"47,-20","Bloch, Søren Niclas Johan."
1802,"47,-494","Bloch, Søren Niclas Johan."
1862,"47,-378","Thorup, L. P."
1899,"47,-383","Jespersen, Ottilia."
1867,"47,-363",Werner.
1897,"47,-383","Kalisch, Carl."
1880,"47,-357","Sommer, M. A."
1893,"47,-382","Mouri, R. I. M."
1856,"47,-178","Albrectsen, Soph. Nic."
1883,"47,-182","Betz, Chr."
1845-1850,"47,-385","Lohmeyer, C. Beckwith."
1864,"47,-179","Broby, Erik."
1858,"47,-179","Petersen, L. P. J."
1884,"47,-182","Schou, A. F. Mandix."
1842,"47,-174","Larsen, P."
1699,"46,-89","Bornemann, Henrik."
1836,"57,-97","Brandt, Anna Sophie."
1834,"53,-222","Boye, Casp. Joh."
1788,"37,-165","Baggesen, J. I."
1833,"6:1,-76","Boisen, Carl Christian."
1832,"6:1,-59","Bentzon, Niels Ludv. Chr."
1836,"5,-102","Janneway, Jacob."
1837,"5,-384","Schmaltz, Moritz Ferd."
1839,"6:2,-143","Schleiermacher, Friedrich."
1832-1834,"6:1,-18","Brammer, G. P."
1831,"9,-9","Clausen, Henrik Nicolai."
1834,"5,-84","Harmsen, Cl. Chr."
1834,"6:1,-153","Frost, P. N."
1833,"4,-266","Hellesen, Niels Peter."
1833,"6:1,-137","Faber, Nicolai."
1840,"6:1,-165","Graae, Gomme Fred. Aug."
1837,"1,-247","Møller, Rasm."
1815,"40:2,-547","Thaarup, Frederik."
1714,"36,-42","Stenbock, Magnus."
1794,"37,-108","Schønheyder, Joh. Henr."
1794,"44,-70","Wandall, Peder Topp."
1870,"42,-69","Hundrup, F. E."
1841,"42,-39","Erichsen, Wigf."
1845,"42,-57","Erichsen, Wigf."
1885,"14,-148","Sibbern, Frederik Christian."
1874,"20,-257","Grove, Carl Fr."
1887,"14,-228","Hansen, Oscar."
1896,"58,-282","Gréville, Henry."
